Body,Score,ParentId
"<blockquote>
  <p>how can I assign a name and description for element 1?</p>
</blockquote>

<p>That depends on your class, but here's a (bad) example:</p>

<pre><code>YourClass[] array = .... ;           // wherever it comes from
array[1].name = ""World"";             // if name is a member of your class
array[1].setDescription(""whatever""); // if there is a setter for description
</code></pre>

<p>Note that element 1 is the second element of the array as indeces start with 0.</p>
","0","19345260"
"<p>For example your <code>object</code> here is of a <code>class</code> type <code>Car</code>. And your <code>Car object</code> has a method called <code>setNumberPlate(String x)</code> which is something like : </p>

<pre><code>void setNumberPlate (String str)
{
   //numberPlate is a String data member of your Car class
   numberPlate = str;
}
</code></pre>

<p>The reason you need to have a method is because its a good practice to keep the data members of your <code>class</code> <code>private</code>. So, for example, here's the class : </p>

<pre><code>Class Car
{
   private String numberPlate;

   public void setNumberPlate(String str)
   {
      numberPlate = str;
   }

}
</code></pre>

<p>Then you can access this method in another class.
If you store your objects in an <code>array</code>, then this is what you do.</p>

<p><code>Car[] arr = new Car[10];</code></p>

<p><code>arr[0].setNumberPlate(""UIA9490"");</code></p>
","0","19345260"
"<h2>Edit: Andrey's answer has been updated so the following no longer applies.</h2>
<p>Andrey's answer (the highest voted at the time of writing) is slightly
incorrect. I would have added this as comment but I am not
reputable enough.</p>
<p>In Andrey's answer:</p>
<pre><code>char[] chars = {'c', 'h', 'a', 'r', 's'}
byte[] bytes = Charset.forName(&quot;UTF-8&quot;).encode(CharBuffer.wrap(chars)).array();
</code></pre>
<p>the call to array() may not return the desired value, for example:</p>
<pre><code>char[] c = &quot;aaaaaaaaaa&quot;.toCharArray();
System.out.println(Arrays.toString(Charset.forName(&quot;UTF-8&quot;).encode(CharBuffer.wrap(c)).array()));
</code></pre>
<p>output:</p>
<pre><code>[97, 97, 97, 97, 97, 97, 97, 97, 97, 97, 0]
</code></pre>
<p>As can be seen a zero byte has been added. To avoid this use the following:</p>
<pre><code>char[] c = &quot;aaaaaaaaaa&quot;.toCharArray();
ByteBuffer bb = Charset.forName(&quot;UTF-8&quot;).encode(CharBuffer.wrap(c));
byte[] b = new byte[bb.remaining()];
bb.get(b);
System.out.println(Arrays.toString(b));
</code></pre>
<p>output:</p>
<pre><code>[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]
</code></pre>
<p>As the answer also alluded to using passwords it might be worth
blanking out the array that backs the ByteBuffer (accessed via the
array() function):</p>
<pre><code>ByteBuffer bb = Charset.forName(&quot;UTF-8&quot;).encode(CharBuffer.wrap(c));
byte[] b = new byte[bb.remaining()];
bb.get(b);
blankOutByteArray(bb.array());
System.out.println(Arrays.toString(b));
</code></pre>
","19","5513144"
"<p>Create Array Class:</p>

<pre><code>public class 2DChar {

    private char[][] elem = new char[3][3];

    //getters, setters...     

}
</code></pre>

<p>Create Array of Array elements:</p>

<pre><code>2DChar[][] 2dCharArray = new 2DChar[3][3];
</code></pre>

<p>Initialise it:</p>

<pre><code>for(int i = 0; i &lt; 2dCharArray.lenght(); i++) {
   for(int j = 0; j &lt; 2dCharArray[i].lenght(); j++) {
      2dCharArray[i][j] = new 2DChar();
      //set value, etc...
   }
}
</code></pre>
","1","24855711"
"<p>Assuming you're ultimately just trying to get a list of words that are in both files:</p>

<pre><code>Scanner fileReader = new Scanner(file);
Set&lt;String&gt; words = new HashSet&lt;&gt;();

while (fileReader.hasNext()) {
  String s = fileReader.next();
  words.add(s);
}
fileReader.close();

Scanner otherFileReader = new Scanner(otherFile);
List&lt;String&gt; wordsInBothFiles = new ArrayList&lt;&gt;();

while (otherFileReader.hasNext()) {
  String s = otherFileReader.next();
  if (words.contains(s)) {
    wordsInBothFiles.add(s);
  }
}
otherFileReader.close();

// Do whatever it is you have to do with the shared words, like printing them:
// for (String s : wordsInBothFiles) {
//   System.out.println(s);
// }
</code></pre>
","0","33325063"
"<p>Say like this:</p>

<pre><code>ImageIcon[][] arr = new ImageIcon[10][5];
</code></pre>

<p>Note that after this line, the array elements will be uninitialized (they will be all equal to null).</p>

<p>If you want to initialize them, you need to loop through your array and call some of the <code>ImageIcon</code> constructors e.g.</p>

<pre><code>arr[i][j] = new ImageIcon();
</code></pre>
","1","20928381"
"<p>This could also work:</p>

<pre><code>Object[][] array = new Object[3][3];
char[][] subArray = new char[][] {{'a','b','c'},
                                  {'d','e','f'},
                                  {'g','h','i'}};
array[0][0] = subArray;
// initialize remaining arrays here
</code></pre>
","0","24855711"
"<p>If you check the <a href=""http://docs.oracle.com/javase/8/docs/api/java/util/Scanner.html#nextLine--"" rel=""nofollow"">documentation</a> it will usually explain why a method throws an exception. In this case ""no line was found"" means you've hit the end of your file. There are two possible ways this error could come about:</p>

<pre><code>String nextLine = scanner.nextLine(); //problem 1: reads a file with no lines
while (scanner.hasNextLine()) {
   linearSearch(words,nextLine);
   System.out.println(nextLine);
} 
scanner.nextLine(); //problem 2: reads after there is not next line
</code></pre>

<p>Since you loop appears to be infinite I'd wager you're getting the exception from the first line and can fix it by adding the following check before <code>String nextLine = scanner.nextLine();</code>:</p>

<pre><code>if(!scanner.hasNextLine()) {
    System.out.println(""empty file: ""+filePath)
    return; //or break or otherwise terminate
}
</code></pre>

<p>Beyond that you may still have some other issues but hopefully this resolves your present problem.</p>
","0","33325063"
"<p>you can use nested loop in follow :</p>

<pre><code>ArrayList&lt;Class1&gt; l1 = new ArrayList&lt;Class1&gt;();
ArrayList&lt;Class1&gt; l2 = new ArrayList&lt;Class1&gt;();

        Iterator iterator1 = l1.iterator();
        boolean repeated = false;

        while (iterator1.hasNext())
        {
            Class1 c1 = (Class1) iterator1.next();
            for (Class1 _c: l2) {
                if(_c.getId() == c1.getId())
                    repeated = true;
            }
            if(!repeated)
                l2.add(c1);
        }
</code></pre>
","1","203984"
"<p>Pass the arraylist in constructor of another class. </p>
","2","21395722"
"<p>In case you're using Functional Java library and for some reason can't use Streams from Java 8 (which might be the case when using Android + Retrolambda plugin), here is a functional solution for you:</p>

<pre><code>String joinWithSeparator(List&lt;String&gt; items, String separator) {
    return items
            .bind(id -&gt; list(separator, id))
            .drop(1)
            .foldLeft(
                    (result, item) -&gt; result + item,
                    """"
            );
}
</code></pre>

<p>Note that it's not the most efficient approach, but it does work good for small lists.</p>
","0","1515437"
"<p>Well, the fastest way might be create an auxiliar object that is composed by boths Integers and array letting you to use boths by equal</p>
","0","33484725"
"<p>Change <code>GameBoard[0][0] == player</code> to <code>GameBoard[0][0] != 0</code> for all 9 conditions.</p>
","0","37199056"
"<p>Using the hashCode is to have N buckets where the hashCode % N determines the bucket of elements, hopefully being 1 (no conflicting hashCodes).</p>

<p>For N, for the hash code, an int is entirely sufficient; indeed one needs to have most variety in the lower bits; having a long without using the higher bits (when N would be a power of 2), would be counter productive.</p>

<p>Speed of course is a requirement too: int being slightly better on the final CPU.</p>
","3","49489116"
"<p>You could have googled once before you posted your question here, anyway check this <a href=""http://candidjava.com/java-example-program-for-delete-duplicate-element-in-an-array/"" rel=""nofollow noreferrer"">link</a> out.</p>

<p>A part of an array cannot be deleted. You have two options, either you can shift elements to the left or create a new array without the duplicate elements and delete the old array.</p>

<p>This might solve your query.</p>
","-2","48123844"
"<p>A Java 8 solution could look something like this:</p>

<pre><code>import java.util.stream.Stream;

public class ArrayConverter {

public static String[] flatten(String[][] array) {
    // Create a stream of the given array
    return Stream.of(array)
            // Map each of its elements to a stream (thus creating a
            // one-dim-array inside the stream, so to say)
            .flatMap(Stream::of)
            // Retrieve the stream as array, explicitly calling String to
            // keep the type
            .toArray(size -&gt; new String[size]);
}

}
</code></pre>

<p>I consciously left out generic types in this example since it makes the Array Initialization somewhat confusing. Let me know if you need it tho.</p>

<p>Notably; if you want to use this conversion for Arrays of primitive types you should use the corresponding flat Methods of the Stream Class.
E.g. if you're using int-Arrays use:</p>

<pre><code>Stream.flatMapToInt(...)
</code></pre>

<p>to retrieve an <code>IntStream</code> with actual primitive int-Values thus dodging autoboxing into <code>Integer</code> Objects.</p>

<p><a href=""https://docs.oracle.com/javase/8/docs/api/java/util/stream/Stream.html#flatMap-java.util.function.Function-"" rel=""nofollow noreferrer"">JavaDoc of Stream for reference</a></p>
","0","663632"
"<p>You have to create the target array first, and provide it as input for the <code>toArray</code> method:</p>

<pre><code>list.toArray(Array.ofDim[POJO](list.size))
</code></pre>

<p>This API shifts all the problems with array instantiation from the <code>toArray</code> method to you, so it is your responsibility to make sure that <code>POJO</code> is either something concrete, or to provide a <code>ClassTag</code>.</p>

<hr>

<p>You could also do the conversion in two steps, first using <code>asScala</code> from <a href=""https://www.scala-lang.org/api/2.12.3/scala/collection/JavaConverters$.html"" rel=""noreferrer""><code>JavaConverters</code></a>:</p>

<pre><code>import scala.collection.JavaConverters._
</code></pre>

<p>and then invoking <code>.toArray</code> from the Scala API (unlike Java's API, it preserves the type):</p>

<pre><code>list.asScala.toArray
</code></pre>
","5","49832401"
"<p>Pass a reference of the ArrayList from one class to another. This can be done through a method parameter such as a setter method or a constructor parameter.</p>

<p>e.g.,</p>

<p>Class1.java</p>

<pre><code>public Class1 {
  private ArrayList&lt;String&gt; myArrayList = new ArrayList&lt;String&gt;();
  private Class2 class2 = new Class2();

  public Class1() {
    myArrayList.add(""foo"");
    myArrayList.add(""bar"");
    class2.setMyArrayList(myArrayList);
}
</code></pre>

<p>Class2.java</p>

<pre><code>public Class2 {
  private ArrayList&lt;String&gt; myArrayList;

  public void setMyArrayList(ArrayList&lt;String&gt; myArrayList) {
    this.myArrayList = myArrayList;
  }
}
</code></pre>
","2","21395722"
"<p>Both int (Integer wrapper) and array's common base class is Object. So create <a href=""http://docs.oracle.com/javase/7/docs/api/java/util/ArrayList.html"" rel=""nofollow"">ArrayList</a> using Object type. </p>

<pre><code>ArrayList&lt;Object&gt; list= new ArrayList&lt;Object&gt;();
</code></pre>

<p>But this is <strong>not the right way</strong> to solve this problem and there is no use of Generics here to make run-time safety. So, re-design your program and allocate each type in seperate list or use any other appropriate <a href=""https://docs.oracle.com/javase/tutorial/collections/intro/"" rel=""nofollow"">Collection</a> type.</p>
","3","33484725"
"<pre><code>   /* program below takes an string from user, splits into character and display as array of characters. */  

     package com.demo.mum;

        import java.io.BufferedReader;
        import java.io.IOException;
        import java.io.InputStreamReader;

        /**
         * @author cyruses
         * 
         */

        public class CharacterArray {

            public static void main(String args[]) throws IOException {
                BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
                System.out.println(""Enter the string:"");
                String tmp = br.readLine();
                int strLen = tmp.length();
                char c[] = new char[strLen];
                for (int i = 0; i &lt; c.length; i++) {
                    c[i] = tmp.charAt(i);
                }
                System.out.println(""Displaying character Array"");
                for (int i = 0; i &lt; c.length; i++) {
                    System.out.println(c[i]);
                }
        }
</code></pre>
","0","13878437"
"<p>If you want to have only unique records you can use HashSet, however as you mentioned you want to remove all elements which are duplicates, you can use this simplest piece of code to do it, what you will need to do is create a new list which will only contain uniques and remove duplicates..take a look</p>

<pre><code>List cleanList = new ArrayList&lt;Integer&gt;();
for(int n=0;n&lt;list.size();n++){

  if(!cleanList.contains(list.get(n))){
    cleanList.add(list.get(n));
  }else{
    cleanList.remove(list.get(n));
  }
}
</code></pre>

<p>The result in cleanList will be 3, 5. See if you can use this or get ideas from the above script</p>
","-1","48123844"
"<p>You could make a method:</p>

<pre><code>public byte[] toBytes(char[] data) {
byte[] toRet = new byte[data.length];
for(int i = 0; i &lt; toRet.length; i++) {
toRet[i] = (byte) data[i];
}
return toRet;
}
</code></pre>

<p>Hope this helps</p>
","-5","5513144"
"<p>Use a class which has an <code>int</code> and an array as its instance variables. Then create an <code>ArrayList</code> like</p>

<pre><code>import java.util.ArrayList;

public class Hello {
    public static void main(String[]args) {
        ArrayList&lt;Intarray&gt; myArrayList = new ArrayList&lt;Intarray&gt;();

        int[] arr = {3,4,5};

        myArrayList.add(new Intarray(2,arr));
    }
}

class Intarray {
    private int numbers;
    private int[] myArray;

    public Intarray(int numbers, int[] myArray){
        this.numbers = numbers;
        this.myArray = myArray;
    }
}
</code></pre>
","0","33484725"
"<p>First Step you need to create a list instance through Arrays.asList();</p>

<pre><code>String[] args = new String[]{""one"",""two"",""three""};
List&lt;String&gt; list = Arrays.asList(args);//it converts to immutable list
</code></pre>

<p>Then you need to pass 'list' instance to <code>new ArrayList();</code></p>

<pre><code>List&lt;String&gt; newList=new ArrayList&lt;&gt;(list);
</code></pre>
","7","6026813"
"<p>May this can help you:</p>

<pre><code>import java.util.ArrayList;
import java.util.Arrays;

public class RemoveDuplicateElement {

    public static void main(String[] args) {
        ArrayList&lt;Integer&gt; list = new ArrayList&lt;Integer&gt;(Arrays.asList(1,2,1,3,5));
        ArrayList&lt;Integer&gt; duplicateElementsRemovedList = new ArrayList&lt;Integer&gt;();
        for (Integer elementToSearch :list) {
            int found=0;
            for (Integer element :list) {
                if(elementToSearch.equals(element)) {
                    found++;
                }
            }
            if(found==1)
            {
                duplicateElementsRemovedList.add(elementToSearch);
            }
        }
        for (Integer element :duplicateElementsRemovedList) {
            System.out.println(element);
        }

    }

}
</code></pre>
","0","48123844"
"<p>With <a href=""http://jdk.java.net/11/"" rel=""nofollow noreferrer"">JDK/11</a>, you can make use of the <code>writeBytes(byte b[])</code> API which eventually calls the  <code>write(b, 0, b.length)</code> as suggested in the <a href=""https://stackoverflow.com/a/18575536/1746118"">answer by Josh</a>.</p>

<pre><code>/**
 * Writes the complete contents of the specified byte array
 * to this {@code ByteArrayOutputStream}.
 *
 * @apiNote
 * This method is equivalent to {@link #write(byte[],int,int)
 * write(b, 0, b.length)}.
 *
 * @param   b     the data.
 * @throws  NullPointerException if {@code b} is {@code null}.
 * @since   11
 */
public void writeBytes(byte b[]) {
    write(b, 0, b.length);
}
</code></pre>

<p>The sample code would simply transform into --</p>

<pre><code>byte[] bytes = new byte[100];
ByteArrayOutputStream baos = new ByteArrayOutputStream(bytes.length);
baos.writeBytes(bytes);
</code></pre>
","0","18575480"
"<p>I use micro-util class for getting last (and first) element of list:</p>

<pre><code>public final class Lists {

    private Lists() {
    }

    public static &lt;T&gt; T getFirst(List&lt;T&gt; list) {
        return list != null &amp;&amp; !list.isEmpty() ? list.get(0) : null;
    }

    public static &lt;T&gt; T getLast(List&lt;T&gt; list) {
        return list != null &amp;&amp; !list.isEmpty() ? list.get(list.size() - 1) : null;
    }
}
</code></pre>

<hr>

<p>Slightly more flexible:</p>

<pre><code>import java.util.List;

/**
 * Convenience class that provides a clearer API for obtaining list elements.
 */
public final class Lists {

  private Lists() {
  }

  /**
   * Returns the first item in the given list, or null if not found.
   *
   * @param &lt;T&gt; The generic list type.
   * @param list The list that may have a first item.
   *
   * @return null if the list is null or there is no first item.
   */
  public static &lt;T&gt; T getFirst( final List&lt;T&gt; list ) {
    return getFirst( list, null );
  }

  /**
   * Returns the last item in the given list, or null if not found.
   *
   * @param &lt;T&gt; The generic list type.
   * @param list The list that may have a last item.
   *
   * @return null if the list is null or there is no last item.
   */
  public static &lt;T&gt; T getLast( final List&lt;T&gt; list ) {
    return getLast( list, null );
  }

  /**
   * Returns the first item in the given list, or t if not found.
   *
   * @param &lt;T&gt; The generic list type.
   * @param list The list that may have a first item.
   * @param t The default return value.
   *
   * @return null if the list is null or there is no first item.
   */
  public static &lt;T&gt; T getFirst( final List&lt;T&gt; list, final T t ) {
    return isEmpty( list ) ? t : list.get( 0 );
  }

  /**
   * Returns the last item in the given list, or t if not found.
   *
   * @param &lt;T&gt; The generic list type.
   * @param list The list that may have a last item.
   * @param t The default return value.
   *
   * @return null if the list is null or there is no last item.
   */
  public static &lt;T&gt; T getLast( final List&lt;T&gt; list, final T t ) {
    return isEmpty( list ) ? t : list.get( list.size() - 1 );
  }

  /**
   * Returns true if the given list is null or empty.
   *
   * @param &lt;T&gt; The generic list type.
   * @param list The list that has a last item.
   *
   * @return true The list is empty.
   */
  public static &lt;T&gt; boolean isEmpty( final List&lt;T&gt; list ) {
    return list == null || list.isEmpty();
  }
}
</code></pre>
","29","687833"
"<pre><code>@SuppressWarnings(""unchecked"")
    public static &lt;E,T&gt; E[] hashMapKeysToArray(HashMap&lt;E,T&gt; map)
    {
        int s;
        if(map == null || (s = map.size())&lt;1)
            return null;

        E[] temp;
        E typeHelper;
        try
        {
            Iterator&lt;Entry&lt;E, T&gt;&gt; iterator = map.entrySet().iterator();
            Entry&lt;E, T&gt; iK = iterator.next();
            typeHelper = iK.getKey();

            Object o = Array.newInstance(typeHelper.getClass(), s);
            temp = (E[]) o;

            int index = 0;
            for (Map.Entry&lt;E,T&gt; mapEntry : map.entrySet())
            {
                temp[index++] = mapEntry.getKey();
            }
        }
        catch (Exception e)
        {
            return null;
        }
        return temp;
    }
//--------------------------------------------------------
    @SuppressWarnings(""unchecked"")
    public static &lt;E,T&gt; T[] hashMapValuesToArray(HashMap&lt;E,T&gt; map)
    {
        int s;
        if(map == null || (s = map.size())&lt;1)
            return null;

        T[] temp;
        T typeHelper;
        try
        {
            Iterator&lt;Entry&lt;E, T&gt;&gt; iterator = map.entrySet().iterator();
            Entry&lt;E, T&gt; iK = iterator.next();
            typeHelper = iK.getValue();

            Object o = Array.newInstance(typeHelper.getClass(), s);
            temp = (T[]) o;

            int index = 0;
            for (Map.Entry&lt;E,T&gt; mapEntry : map.entrySet())
            {
                temp[index++] = mapEntry.getValue();
            }
        }
        catch (Exception e)
        {return null;}

        return temp;
    }
</code></pre>
","0","1090556"
"<p>Create the array list at the Generalization level for all the objects you need in the List. In this case,i.e for int and array, it is java.lang.Object.</p>

<p>Here's a small test I ran:</p>

<pre><code>public static void main(String[] args) {
    List&lt;Object&gt; both = new ArrayList&lt;Object&gt;();
    both.add(1);
    both.add(args);
    System.out.println(both);
}
</code></pre>

<p>Produces:
[1, [Ljava.lang.String;@1db9742]</p>
","0","33484725"
"<p>You should read the line of from the file as a String, split that and convert to double. Try this:</p>

<pre><code>    try {
        Scanner scan = new Scanner(new File(""path/to/file""));

        String str = scan.nextLine();

        String[] split = str.split(""\\s+"");

        // remove first element
        String[] x = new String[split.length-1];
        for (int i = 0; i &lt; x.length; i++) {
            x[i] = split[i+1];
        }

        double[] numbers = new double[x.length];
        for (int i = 0; i &lt; x.length; i++) {
            numbers[i] = Double.parseDouble(x[i]);
        }


    } catch (FileNotFoundException e) {
        e.printStackTrace();
    }
</code></pre>

<p>I also added a bit to remove the first element since is not a <code>double</code>. You could condense the two for-loops together, avoiding having a separate x-array. This can be done as follows:</p>

<pre><code>        String[] split = str.split(""\\s+"");

        // create double array while ignoring the first element 
        double[] numbers = new double[split.length-1];
        for (int i = 0; i &lt; numbers .length; i++) {
            numbers[i] = Double.parseDouble(split[i+1]);
        }
</code></pre>
","1","48859793"
"<p><em>Check this simple code</em></p>

<pre><code>import java.util.ArrayList;
import javax.swing.JComboBox;
import javax.swing.JFrame;


public class FirstFrame extends JFrame{

    static JComboBox&lt;ArrayList&gt; mycombo;

    FirstFrame()
    {
        this.setSize(600,500);
        this.setTitle(""My combo"");
        this.setLayout(null);

        ArrayList&lt;String&gt; names=new ArrayList&lt;String&gt;();   
        names.add(""jessy"");
        names.add(""albert"");
        names.add(""grace"");
        mycombo=new JComboBox(names.toArray());
        mycombo.setBounds(60,32,200,50);
        this.add(mycombo);
        this.setVisible(true); // window visible
    }   

    public static void main(String[] args) {

        FirstFrame frame=new FirstFrame();  

    }

}
</code></pre>
","2","1291704"
"<pre><code>import java.util.Arrays;

public class Main
{
    public static void main(String atrgs[])
    {
        int[] array = {1,2,3,4,2,4,1,1,2,3,4,5,1,2,3,4,5,6,7,4,3,2,1};
        int[] result = biggestIncreasingSeq(array);
        System.out.println(Arrays.toString(result));
    }

    public static int[] biggestIncreasingSeq(int[] array)
    {
        int bestStart = 0;
        int bestEnd = 0;

        int start = 0;
        int end = 0;

        for (int i = 1; i &lt; array.length; ++i)
        {
            // Check if this next element is no longer increasing
            if (array[i] &lt;= array[i - 1])
            {
                // No longer increasing.

                // Update the largest found array, if applicable
                if (end - start &gt; bestEnd - bestStart)
                {
                    // This was a longer sequence
                    bestEnd = end;
                    bestStart = start;
                }

                // Reset for the next sequence
                start = i;
                end = i;
            }
            else
            {
                // Still increasing, update the end
                end = i;
            }
        }

        // Save the sequence to a new array
        int[] result = new int[bestEnd - bestStart + 1];
        for (int i = bestStart; i &lt;= bestEnd; ++i)
        {
            result[i - bestStart] = array[i];
        }

        return result;
    }
}
</code></pre>
","-1","43868588"
"<p>Resizing the array is a relatively expensive operation. It wants to try and make sure that if the method gets called with <code>ensureCapacity(11)</code>, <code>ensureCapacity(12)</code>, <code>ensureCapacity(13)</code>, ... it should not have to resize the array every time. So it resizes by a reasonable chunk (increase by 50%) instead of the minimum specified.</p>
","6","26925556"
"<h2>If you are using model type List&lt; T>/ArrayList&lt; T> . Hope,it's help you.</h2>

<p><strong>Here is my code without using any other data structure like set or hashmap</strong></p>

<pre><code>for (int i = 0; i &lt; Models.size(); i++){
for (int j = i + 1; j &lt; Models.size(); j++) {       
 if (Models.get(i).getName().equals(Models.get(j).getName())) {    
 Models.remove(j);
   j--;
  }
 }
}
</code></pre>
","2","203984"
"<p>You can find the solution here</p>

<p>Longest Increasing Subsequence</p>

<p><a href=""http://www.geeksforgeeks.org/dynamic-programming-set-3-longest-increasing-subsequence/"" rel=""nofollow noreferrer"">http://www.geeksforgeeks.org/dynamic-programming-set-3-longest-increasing-subsequence/</a></p>
","0","43868588"
"<p>Time Complexity : O(n) : Without Set</p>

<pre><code>private static void removeDup(ArrayList&lt;String&gt; listWithDuplicateElements) {
    System.out.println("" Original Duplicate List :"" + listWithDuplicateElements);
    List&lt;String&gt; listWithoutDuplicateElements = new ArrayList&lt;&gt;(listWithDuplicateElements.size());

    listWithDuplicateElements.stream().forEach(str -&gt; {
        if (listWithoutDuplicateElements.indexOf(str) == -1) {
            listWithoutDuplicateElements.add(str);
        }
    });     

    System.out.println("" Without Duplicate List :"" + listWithoutDuplicateElements);
}
</code></pre>
","0","203984"
"<p>By combining existing answers (<a href=""https://stackoverflow.com/a/26347782/3764804"">this one</a> and <a href=""https://stackoverflow.com/a/29461313/3764804"">this one</a>) the proper type safe way to add an <code>ArrayList</code> to a <code>JComboBox</code> is the following:</p>

<pre><code>private DefaultComboBoxModel&lt;YourClass&gt; getComboBoxModel(List&lt;YourClass&gt; yourClassList)
{
    YourClass[] comboBoxModel = yourClassList.toArray(new YourClass[0]);
    return new DefaultComboBoxModel&lt;&gt;(comboBoxModel);
}
</code></pre>

<p>In your <code>GUI</code> code you set the entire list into your <code>JComboBox</code> as follows:</p>

<pre><code>DefaultComboBoxModel&lt;YourClass&gt; comboBoxModel = getComboBoxModel(yourClassList);
comboBox.setModel(comboBoxModel);
</code></pre>
","1","1291704"
"<p>First replace non-letter characters with blank space, then convert String to char array:</p>

<pre><code>char[] onlyLetters = ""regex"".replaceAll(""[^A-Za-z]+"", """").toCharArray(); 
</code></pre>
","0","60315128"
"<p>As you said in your comment below your question, what you really want, is to get the individual characters of that given string, which can be achieved by the <code>toCharArray()</code> method in the <code>String</code> class.</p>

<pre class=""lang-java prettyprint-override""><code>String s = ""ABCDEfghi1234"";
char[] chars = s.toCharArray();
</code></pre>

<p>If you also need to limit the resulting chars to a defined set of characters, you have to remove all others from the string first, which can be done with a simple regex-replace.</p>

<pre class=""lang-java prettyprint-override""><code>String s = ""ABCDEfghi1234_.,-DSsf"";
s = s.replaceAll(""[^A-Za-z]"", """");
char[] chars = s.toCharArray();
</code></pre>

<p>The <code>split</code> method you used is normally used to split strings at defined positions, e.g. if you want to split a sentence, separated by spaces.</p>

<pre class=""lang-java prettyprint-override""><code>String sentence = ""The quick brown fox jumps over the lazy dog"";
String[] words = sentence.split(""\\s"");
// words now contains the extracted words of the sentence
// words[0] == ""The""
// words[1] == ""quick""
// ...
</code></pre>
","0","60315128"
"<pre><code>**Simple solution**
public static void main(String[] args) {
    Scanner sc = new Scanner(System.in);
    int size;
    System.out.println(""Enter the number of size of array"");
    size = sc.nextInt();
    int[] a = new int[size];
    System.out.println(""Enter the array element"");
    //For reading the element
    for(int i=0;i&lt;size;i++) {
        a[i] = sc.nextInt();
    }
    //For print the array element
    for(int i : a) {
        System.out.print(i+"" ,"");
    }
}
</code></pre>
","3","2795350"
"<p>The error is in the main code/structure of the function. Your function needs to return two variables, finalwinner and tie game. Right now your function stops at the first return statement, and sets that equal to finalwinner in the main.</p>

<p>Try something like this:</p>

<pre><code>public static boolean[] CheckForWinner(int player)
        {
            //Row and Column Check
            if (GameBoard[0][0] == player &amp;&amp; GameBoard[0][1] == player &amp;&amp; GameBoard[0][2] == player ||
                GameBoard[1][0] == player &amp;&amp; GameBoard[1][1] == player &amp;&amp; GameBoard[1][2] == player ||
                GameBoard[2][0] == player &amp;&amp; GameBoard[2][1] == player &amp;&amp; GameBoard[2][2] == player ||
                GameBoard[0][0] == player &amp;&amp; GameBoard[1][0] == player &amp;&amp; GameBoard[2][0] == player ||
                GameBoard[0][1] == player &amp;&amp; GameBoard[1][1] == player &amp;&amp; GameBoard[2][1] == player ||
                GameBoard[0][2] == player &amp;&amp; GameBoard[1][2] == player &amp;&amp; GameBoard[2][2] == player)
                {
                    boolean finalwinner=true;
                }

            //diagonal checks
            if (GameBoard[0][0]==player &amp;&amp; GameBoard[1][1]==player &amp;&amp; GameBoard[2][2]==player)
            {
                boolean finalwinner=true;
            }

            if (GameBoard[2][0]==player &amp;&amp; GameBoard[1][1]==player &amp;&amp; GameBoard[0][2]==player)
            {
                boolean finalwinner=true;
            }

            //Tie Game Check
            if (GameBoard[0][0] == player &amp;&amp; GameBoard[0][1] == player &amp;&amp; GameBoard[0][2] == player &amp;&amp;
                GameBoard[1][0] == player &amp;&amp; GameBoard[1][1] == player &amp;&amp; GameBoard[1][2] == player &amp;&amp;
                GameBoard[2][0] == player &amp;&amp; GameBoard[2][1] == player &amp;&amp; GameBoard[2][2] == player)
                {
                boolean tieGame=true;
            }
            return new boolean [] {finalwinner, tiegame};
        }

public static void main (String[] args)
                {
                System.out.println(""Tic Tac Toe Game"");
                System.out.println(""Player 1 is 1, Computer is 2"");
            Draw();
            currentplayer=1;
            while (winner!= true)
            {
                if(currentplayer==1)
                    {
                        System.out.println(""Your Turn"");
                        Player1Turn(currentplayer);
                    }
                else
                    ComputerTurn(currentplayer);

                boolean result[] = CheckForWinner(currentplayer);

                if(result[0]==true &amp;&amp; result[1]==false)
                {
                    System.out.println(""Winner is Player"" +currentplayer+ ""Congrats Champion!"");
                    System.out.println(""Beginning New Game! Press Cancel then Enter to Exit"");
                    Reset();
                }

                if(result[1]==true)
                {
                    System.out.println(""It's a Tie! Play Again."");
                    System.out.println(""Beginning New Game! Press Cancel then Enter to Exit"");
                    Reset();
                }

                if(currentplayer==1)
                    currentplayer=2;
                else if(currentplayer==2)
                    currentplayer=1;
            }

            }
</code></pre>
","0","37199056"
"<p>As @AbtPst suggested, the most suitable solution would be to have a list of lists. This can be done in many different ways. Personally, I'd create a class with two constructors.</p>

<pre><code>class NumericElement
{
    private ArrayList&lt;int&gt; elements;

    public NumericElement(int newElement)
    {
        elements = new ArrayList&lt;int&gt;();
        elements.add(newElement);
    }

    public NumericElement(ArrayList&lt;int&gt; newElements)
    {
        elements = new ArrayList&lt;int&gt;(newElements); // copying array elements to the new array.
    }

    public ArrayList&lt;int&gt; getElements()
    {
        return elements;
    }
}
</code></pre>
","0","33484725"
